Title,Text,Author,Source,Label,,,
Fisher-Price Releases New In Utero Fetal Activity Gym https:,,The Onion,Twitter,Satirical,,,
Florida Passes Strict Ban On Being Unarmed https:,,The Onion,Twitter,Satirical,,,
Bertolli Packaging Promises Empty Ravioli Floating In Filling-Saturated Water In Just 5 Minutes… https:,,The Onion,Twitter,Satirical,,,
"For the latest from the world’s most unstoppable media juggernaut, visit https:",,The Onion,Twitter,Satirical,,,
"RT @ClickHole: ""Tony Drank O.J. Right Out Of The Carton Like A Sicko"": An Oral History of ‘The Sopranos’ https:",,The Onion,Twitter,Satirical,,,
2018 NFL Season Storylines To Watch https:,,The Onion,Twitter,Satirical,,,
Kavanaugh Sweating Bullets After Betting Life Savings On Being Confirmed To Supreme Court https:,,The Onion,Twitter,Satirical,,,
"According to our data, children who studied Latin in grade school were far more likely to contact, summon, and the… https://t.co/1wYgFS3NGZ",,The Onion,Twitter,Satirical,,,
R.A. Has Bad Feeling About Kid In Cloak https:,,The Onion,Twitter,Satirical,,,
"Alan Alda Realizes It’s Less Important Than What’s Going On, But Wonders If People Know He’s Getting SAG Life Achie… https:",,The Onion,Twitter,Satirical,,,
"We know our viewers will come to depend on this outlet for 24-hour coverage of @AOC, which is why her tweets, Inst… https://t.co/bjjfdi6u51",,The Onion,Twitter,Satirical,,,
T.J. Maxx Recreates In-Store Shopping Experience With New Website That Randomly Scatters Products All Over The Plac… https:,,The Onion,Twitter,Satirical,,,
RT @ClickHole: Incredibly Sad: This Guy Got His College Diploma Framed https:,,The Onion,Twitter,Satirical,,,
Report: 250 Million Americans Still Need Guests On Their Podcasts This Week https:,,The Onion,Twitter,Satirical,,,
Yankees Avoid Luxury Tax By Moving Franchise To Offshore Location https:,,The Onion,Twitter,Satirical,,,
Earth’s Successful Completion Of Orbit Around Sun Inspires Woman To Reflect On Eating Habits https:,,The Onion,Twitter,Satirical,,,
Alabama Begins Offering Tax Credit To Attract More YouTube Fail Compilations To Be Filmed In State… https:,,The Onion,Twitter,Satirical,,,
Coleman Unveils New Slowly Leaking Air Mattress For House Guests Who Won’t Take A Hint https:,,The Onion,Twitter,Satirical,,,
Trump Unveils Reelection Campaign Plan To Drive Bus Into Crowds Across Country https:,,The Onion,Twitter,Satirical,,,
Middle-Aged Man In Gym Locker Room Puts Shirt On Before Underwear https:,,The Onion,Twitter,Satirical,,,
30-Year-Old Factors In Birthday Money https:,,The Onion,Twitter,Satirical,,,
Report: Greatest Factor In Employee Retention Boss Sending Out End-Of-Year Note Titled ‘Thanks Team’… https:,,The Onion,Twitter,Satirical,,,
"RT @TheOnion: ‘En Passant,’ Whispers Mueller As He Knocks Another Pawn Off Chessboard In Shadowy, Dimly Lit Office https:",,The Onion,Twitter,Satirical,,,
The 2018 midterm elections resulted in the Republicans holding onto the Senate and the Democrats taking the House.… https:,,The Onion,Twitter,Satirical,,,
‘Game Of Thrones’ Fans Now Just Hoping George R.R. Martin Dies Soon So Estate Can Release Whatever He’s Already Wri… https:,,The Onion,Twitter,Satirical,,,
Stephen Miller Rewards Self After Day Of Speechwriting With Trip To See Children In Local ICE Detention Center… https:,,The Onion,Twitter,Satirical,,,
"University With 20,000 Applicants To Choose From Somehow Goes With Caitlin https:",,The Onion,Twitter,Satirical,,,
Dog Who Successfully Detected Cancer In Owner Put Down For Practicing Medicine Without A License… https:,,The Onion,Twitter,Satirical,,,
Lonely Nation Gathers Outside Window Of Happy Family Eating Dinner Together https:,,The Onion,Twitter,Satirical,,,
Pope Nervous For Annual Performance Review With God https:,,The Onion,Twitter,Satirical,,,
Americans Head To The Polls https:,,The Onion,Twitter,Satirical,,,
RT @ClickHole: The Grouchiest Album Imaginable: An Oral History Of The Red Hot Chili Peppers’ ‘Californication’ https:,,The Onion,Twitter,Satirical,,,
Food Critic Tears Radish Canapés With Salmon Mousse A New Asshole https:,,The Onion,Twitter,Satirical,,,
Tips For Getting Better At Crosswords https:,,The Onion,Twitter,Satirical,,,
Pony Anxiously Waiting For Attendant To Flag Large Child As Too Big For Ride https:,,The Onion,Twitter,Satirical,,,
Nation Shudders To Think How Bad Things Would Seem If They Didn’t Have Access To A Never-Ending Torrent Of Free Por… https:,,The Onion,Twitter,Satirical,,,
Plan To Be More Positive Off To Shitty Fucking Start https:,,The Onion,Twitter,Satirical,,,
'Sesame Street' Writer Backtracks On Claim That Bert And Bernie Gay https:,,The Onion,Twitter,Satirical,,,
Decorating Your Home For The Holidays https:,,The Onion,Twitter,Satirical,,,
Could This Be The Last Season We See Rob Gronkowski Fully Assembled In A Patriots Uniform? https:,,The Onion,Twitter,Satirical,,,
Red Cross Installs Blood Drop-Off Bins For Donors’ Convenience https:,,The Onion,Twitter,Satirical,,,
Woman Starting To Worry She Just Has Type Of Face Where Makeup Looks Insane https:,,The Onion,Twitter,Satirical,,,
U.N. Secretary General Staring Straight At Israeli Ambassador While Describing Horrors Of Apartheid In Nelson Mande… https:,,The Onion,Twitter,Satirical,,,
White House Receives Letter Addressed To Gerald Ford Or Current President https:,,The Onion,Twitter,Satirical,,,
"Your Horoscopes — Week Of October 23, 2018 https:",,The Onion,Twitter,Satirical,,,
Sony Launching Retro PlayStation Classic In December https:,,The Onion,Twitter,Satirical,,,
Pope Francis Concerned About Infection From Holy Spirit Bite https:,,The Onion,Twitter,Satirical,,,
Dave Matthews Band Apologizes After Tour Bus Dumps Another 800 Pounds Of Human Shit Onto Same Boat Full Of People… https:,,The Onion,Twitter,Satirical,,,
Authorities Say Blacklight Analysis Shows Velvet Poster Of Mushroom Kingdom Looking Even Cooler Than Previously Ima… https:,,The Onion,Twitter,Satirical,,,
I’m here to stress how sorry we are for any emotional harm that we might have caused the victims by once again unl… https://t.co/PIofVGYvpd,,The Onion,Twitter,Satirical,,,
RT @ClickHole: Sexier Than Ever: Dwayne ‘The Rock’ Johnson Is Looking Amazing After Murdering His Uncle And Stealing His Wig https:,,The Onion,Twitter,Satirical,,,
"@DonaldJTrumpJr @EricTrump .@EricTrump: ""After the keys, we need to gulp down these maps I drew so we can find our… https:",,The Onion,Twitter,Satirical,,,
Report: More Americans Forced To Sell Gold Pocket Watch In Order To Afford Set Of Fine Combs For Wife… https:,,The Onion,Twitter,Satirical,,,
Report: This Week’s All Fucking Hell Breaking Loose Projected To Be 30% More Insane Than Last Week’s Complete Shits… https:,,The Onion,Twitter,Satirical,,,
RT @ClickHole: Post This Video On Your Facebook Wall To Let Everyone Know Your Son Has Been Ruled Out As A Suspect In Your Husband’s Murder…,,The Onion,Twitter,Satirical,,,
"For bright, young college graduates such as yourself, especially given your experience with Java and C++, the Kohl… https://t.co/uLWTa6rz2i",,The Onion,Twitter,Satirical,,,
New Hobby To Tide Retired Man Over Until Death https:,,The Onion,Twitter,Satirical,,,
National News Highlights https:,,The Onion,Twitter,Satirical,,,
How To Find A Masculine Halloween Costume For Your Effeminate Son https:,,The Onion,Twitter,Satirical,,,
Violence and crime have been part of American history. The Onion looks back at the most notorious criminals in the… https:,,The Onion,Twitter,Satirical,,,
World-Weary Garbage Man No Longer Shocked By Things People Throw Out https:,,The Onion,Twitter,Satirical,,,
"We must rein in the governor’s unchecked power to feed, clothe, and house himself without first obtaining legislat… https://t.co/Rt3yvyaolN",,The Onion,Twitter,Satirical,,,
Secretary Of Education Reveals She’s Forced To Use Own Salary On Yacht Supplies https:,,The Onion,Twitter,Satirical,,,
104-Year-Old Reveals Secret To Long Life Being Cursed By Witch To Wander Earth Eternally https:,,The Onion,Twitter,Satirical,,,
Medical Breakthrough Provides Elderly Woman With 2 Extra Years Of Inconveniencing Family https:,,The Onion,Twitter,Satirical,,,
Serena Williams Stripped Of Titles After It Revealed She's Been Playing With A Racket In Each Hand This Whole Time… https:,,The Onion,Twitter,Satirical,,,
Holocaust Survivors Recall Exact Day Holocaust Started Right Out Of The Blue https:,,The Onion,Twitter,Satirical,,,
"For the latest from the world’s most unstoppable media juggernaut, visit https:",,The Onion,Twitter,Satirical,,,
Trump Dismisses Trump As A Distraction https:,,The Onion,Twitter,Satirical,,,
Sean McDermott Wonders If He Still Needs To Act Angry Even If Everyone Already Knows Bills Going To Lose… https:,,The Onion,Twitter,Satirical,,,
"After thousands of hours of observation, we are forced to conclude that any dog witnessed making even the slightes… https://t.co/XfFaR3izU6",,The Onion,Twitter,Satirical,,,
"45-Year-Old Man Self-Conscious, Embarrassed By New, Unexpected Changes His Body Going Through… https:",,The Onion,Twitter,Satirical,,,
"RT @ClickHole: If You Can Get Past The Fact That This Guy Is Dead, His Shirt Actually Makes A Really Good Point https:",,The Onion,Twitter,Satirical,,,
Empty Yogurt Cup Completes Tableau Of Used Food Containers On Single Man’s Windowsill https:,,The Onion,Twitter,Satirical,,,
Woman Always Gets Best Ideas While Taking Shower With Two Jacked Dudes https:,,The Onion,Twitter,Satirical,,,
Study: Red Meat Takes Years Off Of Cow's Life https:,,The Onion,Twitter,Satirical,,,
Wes Anderson Begins Filming Next Film In France https:,,The Onion,Twitter,Satirical,,,
ICE Agent Terrified After Becoming Separated From Team During Immigrant Raid https:,,The Onion,Twitter,Satirical,,,
Humanity Has Wiped Out 60% Of World's Animals Since 1970 https:,,The Onion,Twitter,Satirical,,,
Eminem Horrified Upon Being Informed That ‘Faggot’ Actually A Harmful Gay Slur https:,,The Onion,Twitter,Satirical,,,
GOP Officials: Kavanaugh Shouldn’t Be Held Accountable For Something He Did As White Teenager… https:,,The Onion,Twitter,Satirical,,,
RT @TheOnion: White House Security Officials Relieved Ivanka Trump’s Computer Just Cardboard Box With Mirror On It https:,,The Onion,Twitter,Satirical,,,
RT @ClickHole: I Know I’d Feel A Lot Better If The Moon Had A Birthday https:,,The Onion,Twitter,Satirical,,,
Company Flat-Out Asks Female Candidate How Much Mileage They Can Get Out Of Her Before She Has Baby… https:,,The Onion,Twitter,Satirical,,,
GOP Claims Kavanaugh Shouldn’t Lose Appointment For Youthful Indiscretion Of Repeatedly Lying Under Oath… https:,,The Onion,Twitter,Satirical,,,
Midterms Predicted To Have Largest Voter In Decades https:,,The Onion,Twitter,Satirical,,,
"Retired Couple Realizes Dream Of Buying Camper, Driving Around Country Murdering Hitchhikers… https:",,The Onion,Twitter,Satirical,,,
Ruth Bader Ginsburg Debating Whether To Cancel Winter Vacation Climbing K2 https:,,The Onion,Twitter,Satirical,,,
Researchers Announce They Don’t Have Heart To Reveal What Will Happen To 1 In 5 Women https:,,The Onion,Twitter,Satirical,,,
Woman Confident She Has The Safety Net It Takes To Achieve Dreams https:,,The Onion,Twitter,Satirical,,,
Possum Gazes Longingly At Family Walking Dog https:,,The Onion,Twitter,Satirical,,,
5 Things To Know About ‘Fantastic Beasts: The Crimes Of Grindelwald’ https:,,The Onion,Twitter,Satirical,,,
Fans Shocked After Marie Kondo Reveals She Has Been Dating Untidy Cupboard For Past 6 Months https:,,The Onion,Twitter,Satirical,,,
Congressional Bouncer Escorts Belligerent Brett Kavanaugh From Senate Judiciary Hearing,,The Onion,Twitter,Satirical,,,
RT @ClickHole: Silent Hero: This Dog Has No Idea It Is Single-Handedly Supporting Nearly Every Conversation At This Party https:,,The Onion,Twitter,Satirical,,,
Report Finds Poor Often Hit Hardest By 18-Wheelers https:,,The Onion,Twitter,Satirical,,,
"It’s very exciting to see that with five days to go before the election, thousands of Georgians have already unsuc… https://t.co/n9s5shUly8",,The Onion,Twitter,Satirical,,,
"Pesky, embarrassing bodily functions are simply no match for Febreze’s new ThunderClap Air Horn—just one deafening… https://t.co/64x8TwYlY5",,The Onion,Twitter,Satirical,,,
Should The NFL Do More To Protect Quarterbacks From Themselves? https:,,The Onion,Twitter,Satirical,,,
Pros And Cons Of Seeking Out Uncontacted Peoples https:,,The Onion,Twitter,Satirical,,,
"God Pledges $5,000 For Cancer Research https:",,The Onion,Twitter,Satirical,,,
"‘No, Take Jeb Instead,’ Screams George W. Bush While Shoving Brother Into Father’s Grave https:",,The Onion,Twitter,Satirical,,,
Did You Know? https:,,The Onion,Twitter,Satirical,,,
Louis C.K. Fan Disappointed At Lack Of Psychosexual Power Games In New Material https:,,The Onion,Twitter,Satirical,,,
Can A Serial Marijuana User Like Josh Gordon Fit In With The Patriots’ Cocaine-Based Culture? https:,,The Onion,Twitter,Satirical,,,
RT @thetakeout: A blind taste test to determine the best lime seltzer https:,,The Onion,Twitter,Satirical,,,
Queen Elizabeth Frantically Trying To Preserve European Alliances By Arranging Great-Grandchildren’s Marriages… https:,,The Onion,Twitter,Satirical,,,
Woman Didn’t Know Progress On Toxic Masculinity Would Turn Boyfriend Into Such A Weepy Little Pansy… https:,,The Onion,Twitter,Satirical,,,
"Now, don’t be shy. You know what Santa’s talking about. https:",,The Onion,Twitter,Satirical,,,
"On the ninth anniversary of the film ‘Antichrist,’ ‘The Onion’ looks back at the iconic horror movie. https:",,The Onion,Twitter,Satirical,,,
Trump Unfairly Claims Credit For Rise In Economic Inequality That Occurred Under Obama’s Watch… https:,,The Onion,Twitter,Satirical,,,
Marine Biologists Reveal That Majority Of World’s Oceans Remain Boring As Shit https:,,The Onion,Twitter,Satirical,,,
A horror classic that needlessly vilifies the majestic Blair Witches that grace our nation's forests and national p… https:,,The Onion,Twitter,Satirical,,,
"Awards season is here, with a variety of biopics, prestige dramas, and politically charged movies. The Onion presen… https:",,The Onion,Twitter,Satirical,,,
Did You Know? https:,,The Onion,Twitter,Satirical,,,
Mitch McConnell Inflates Throat Pouch In Show Of Dominance Over Fellow Congressional Males https:,,The Onion,Twitter,Satirical,,,
Woman’s Primal Instincts Activate To Protect Nearly Finished Glass Of Wine From Approaching Server… https:,,The Onion,Twitter,Satirical,,,
Orrin Hatch Delivers Farewell Address From Coffin Descending Into Plot Dug In Middle Of Senate Floor… https:,,The Onion,Twitter,Satirical,,,
"Jonesing Nation Demands Trump Tell Them Where, Exactly, Drugs Are Pouring Into Country https:",,The Onion,Twitter,Satirical,,,
Widow Still Can’t Bring Herself To Get Rid Of Husband’s Corpse https:,,The Onion,Twitter,Satirical,,,
This Weekend's Onion Magazine: https:,,The Onion,Twitter,Satirical,,,
Gina Haspel Briefs Senators On Saudis’ ‘Shockingly Uninspired’ Khashoggi Interrogation https:,,The Onion,Twitter,Satirical,,,
Satan Refuses To Accept Any More Catholic Priests In Hell https:,,The Onion,Twitter,Satirical,,,
Comments Mysteriously Disabled On YouTube Video Of Sparrow In Yard https:,,The Onion,Twitter,Satirical,,,
New Department Of Interior Program To Reduce Deer Population By Providing Free Condoms To Fawns… https:,,The Onion,Twitter,Satirical,,,
Report: Scientists Still Decades Away From Deciphering Wireless Bill https:,,The Onion,Twitter,Satirical,,,
Report: Purchasing Items From Onion Store Most Important Way To Either Stop Or Help Donald Trump… https:,,The Onion,Twitter,Satirical,,,
Responsible Man Sets Aside Small Portion Of Every Paycheck For Bank To Gamble With https:,,The Onion,Twitter,Satirical,,,
Woman's Head Feared Lost Forever Inside Infinity Scarf https:,,The Onion,Twitter,Satirical,,,
"Elderly Dog Can Already Tell Owner Doesn’t Think She’s Worth $3,000 Gallstone Surgery https:",,The Onion,Twitter,Satirical,,,
London Mayor Calls For Second Brexit Referendum https:,,The Onion,Twitter,Satirical,,,
Serial Killer Admits He’s Lost Track Of Pattern He Was Going For Originally https:,,The Onion,Twitter,Satirical,,,
Timeline Of The American Education System https:,,The Onion,Twitter,Satirical,,,
Third-Grader Watching Another Year Of Back To School Commercials Suddenly Realizes He’ll Die One Day… https:,,The Onion,Twitter,Satirical,,,
RT @ClickHole: Price Of Hubris: This Kid Who Said He Was Old Enough To Bowl Without Bumpers Just Rolled 8 Gutter Balls In A Row And Now He’…,,The Onion,Twitter,Satirical,,,
Simple Joy Of Childhood Stolen From Toddler Who Was Just Told He Can’t Touch Own Genitals At Dinner Table… https:,,The Onion,Twitter,Satirical,,,
New Study Finds Primitive Customers Capable Of Buying Tools From Hardware Store https:,,The Onion,Twitter,Satirical,,,
Defiant Dallas Police Officer Claims Anyone Could Have Mistaken Black Man’s Apartment For Gun… https:,,The Onion,Twitter,Satirical,,,
6-Year-Old Shits Out Half-Assed Hand Turkey https:,,The Onion,Twitter,Satirical,,,
Nobody Knows What Third Light Switch Does https:,,The Onion,Twitter,Satirical,,,
RT @ClickHole: Her Rightful Place: Mother Teresa Has Finally Ascended To Heaven After Serving Her Due Penance In Purgatory For Illegally To…,,The Onion,Twitter,Satirical,,,
National News Highlights https:,,The Onion,Twitter,Satirical,,,
Trump Claims He Can Overrule Constitution With Executive Order Because Of Little-Known 'No One Will Stop Me' Loopho… https:,,The Onion,Twitter,Satirical,,,
Area Man Always Carbo-Loading Just In Case https:,,The Onion,Twitter,Satirical,,,
Political Scientists Reassure Americans That Stripping Minorities Of Citizenship Usually Where Descent Into Fascism… https:,,The Onion,Twitter,Satirical,,,
Dick Pulled Back Out Again https:,,The Onion,Twitter,Satirical,,,
"For the latest from the world’s most unstoppable media juggernaut, visit https:",,The Onion,Twitter,Satirical,,,
‘New York Times’ Publishes Bombshell Anonymous Opinion Article From White House Insider https:,,The Onion,Twitter,Satirical,,,
RT @ClickHole: Definitely A Psychopath: This Kid Just Chose To Paint A Regular White Plate At His Friend’s Ceramic Painting Party https:,,The Onion,Twitter,Satirical,,,
Wedding Guest Blissfully Unaware She Barely Made The Cut https:,,The Onion,Twitter,Satirical,,,
"Convict Sentenced To Generating $80,000 To $100,000 In Profits For Private Prison https:",,The Onion,Twitter,Satirical,,,
Let’s Avoid The Brett Favre Comparisons Until Patrick Mahomes Can Consistently Send Dick Pics To Reporters https:,,The Onion,Twitter,Satirical,,,
Apple Announces New Trade-In Offer For Customers To Exchange Their Old iPhones For Absolutely Nothing… https:,,The Onion,Twitter,Satirical,,,
National News Highlights https:,,The Onion,Twitter,Satirical,,,
Modern-Day Rudy Fulfills Dream Of Showering With Notre Dame Football Team https:,,The Onion,Twitter,Satirical,,,
Campus Tour Guide Reminds Students At Each Stop They Have To Get In First https:,,The Onion,Twitter,Satirical,,,
Inspirational English Teacher Canceled Out By Every Other Teacher At School https:,,The Onion,Twitter,Satirical,,,
"20,000 Sacrificed In Annual Blood Offering To Corporate America https:",,The Onion,Twitter,Satirical,,,
Entire Shopping Mall Quietly Dreading Whatever Empty Stage Set Up For https:,,The Onion,Twitter,Satirical,,,
Roommates Assured Girlfriend Only Staying Over For Entire Duration Of Relationship https:,,The Onion,Twitter,Satirical,,,
Hate Crimes Continue To Rise https:,,The Onion,Twitter,Satirical,,,
Child Clinging To Daddy’s Leg Like It’s Helicopter Evacuating Saigon https:,,The Onion,Twitter,Satirical,,,
Mike Pompeo Impressed By Realism Of Saudis’ Halloween Decorations https:,,The Onion,Twitter,Satirical,,,
Russell Wilson Asks Seahawks To Modify Play Where He's Immediately Tackled By Six Players https:,,The Onion,Twitter,Satirical,,,
Trump Boys Frantically Burning Stacks Of Printed-Out Emails To Eliminate Paper Trail https:,,The Onion,Twitter,Satirical,,,
Ice Cube That Man Couldn’t Pry From Tray Lives To See Another Day https:,,The Onion,Twitter,Satirical,,,
Depressed Matt Lauer Up All Night Rewatching 8-Second Clip Of Career Highlights https:,,The Onion,Twitter,Satirical,,,
"For more exemplary journalism, visit https:",,The Onion,Twitter,Satirical,,,
Mark Judge Can’t Believe That Fucking Lightweight Kavanaugh Got ‘Boofing’ And ‘The Devil’s Triangle’ Wrong… https:,,The Onion,Twitter,Satirical,,,
Trump: ‘The Only Way To Find Out What Happened At The Saudi Consulate Is To Send In More Journalists One At A Time’… https:,,The Onion,Twitter,Satirical,,,
Record Number Died In Opioid Epidemic In 2017 https:,,The Onion,Twitter,Satirical,,,
School Janitor's Summer As Human Already A Distant Memory https:,,The Onion,Twitter,Satirical,,,
Town Nervously Welcomes Veteran Back Home https:,,The Onion,Twitter,Satirical,,,
Does Thanksgiving Glorify The Historical Slaughter Of The Detroit Lions? https:,,The Onion,Twitter,Satirical,,,
Stephen King Stuck At Book Signing For Hours Writing Personalized Novels For Line Of Fans https:,,The Onion,Twitter,Satirical,,,
"To see more unmatched reporting, visit https:",,The Onion,Twitter,Satirical,,,
Papa John’s Now Offering 3-Day Home Delivery https:,,The Onion,Twitter,Satirical,,,
The Origins Of Popular Christmas Songs https:,,The Onion,Twitter,Satirical,,,
Judge Denies Manafort Request To Wear Suit In Court https:,,The Onion,Twitter,Satirical,,,
GOP Leaders Demand Congressman Duncan Hunter’s Resignation After Discovering He Poor https:,,The Onion,Twitter,Satirical,,,
"For the latest from the world’s most unstoppable media juggernaut, visit https:",,The Onion,Twitter,Satirical,,,
Today's Weather Report https:,,The Onion,Twitter,Satirical,,,
Sarah Huckabee Sanders Denies Doctoring Footage Showing Jim Acosta In Clown Makeup Blowing Up Gotham Hospital… https:,,The Onion,Twitter,Satirical,,,
"From The Archives: Not Knowing What Else To Do, Woman Bakes American-Flag Cake https:",,The Onion,Twitter,Satirical,,,
Red Lobster Welcomes Back ‘Defrosted Shrimp Days’ https:,,The Onion,Twitter,Satirical,,,
RT @ClickHole: The Power Of People: When These Parents Came Together And Demanded That There Never Be A School Where All The Teachers Are P…,,The Onion,Twitter,Satirical,,,
Magical Office Worker Able To Turn Everything He Touches Into More Work For Colleagues https:,,The Onion,Twitter,Satirical,,,
Woman Who Has Been Let Down By So Many Leave-In Conditioners Can’t Bear To Put Herself Out There Again… https:,,The Onion,Twitter,Satirical,,,
Nation’s Single Friends Announced Today To Just Sort Of Stand There While Couples Kiss On New Year’s Eve https:,,The Onion,Twitter,Satirical,,,
Michelle Obama Admits Barack Had Way Too Much Sperm To Make Natural Conception Possible https:,,The Onion,Twitter,Satirical,,,
Man Going To Restroom Deputizes Friend To Order Him Another Beer https:,,The Onion,Twitter,Satirical,,,
Rescue Dog Adopted For Couple Weeks https:,,The Onion,Twitter,Satirical,,,
Roommate's Work Schedule Remains Complete And Total Mystery https:,,The Onion,Twitter,Satirical,,,
"RT @ClickHolePeel: ""Ribs"" By Sean Wilson https:",,The Onion,Twitter,Satirical,,,
"No Amount Of Alcohol Good For You, Report Finds https:",,The Onion,Twitter,Satirical,,,
Ted Cruz Stuck In Nosebleed Seats At Senate Campaign Rally https:,,The Onion,Twitter,Satirical,,,
New Stardew Valley Expansion Allows Player To Shoot Self In Barn After Family Farm Bankrupted By Corporate Agribusi… https:,,The Onion,Twitter,Satirical,,,
"BREAKING: Wait—Sorry, False Alarm https:",,The Onion,Twitter,Satirical,,,
G-175 Nations Convene To Discuss How Things Can't Possibly Be Any Worse https:,,The Onion,Twitter,Satirical,,,
Woman Has Few Enough Friends To Consider Confiding In Sister https:,,The Onion,Twitter,Satirical,,,
"The Week In Pictures – Week Of August 27, 2018 https:",,The Onion,Twitter,Satirical,,,
"For more world-renowned reportage, visit https:",,The Onion,Twitter,Satirical,,,
National News Highlights https:,,The Onion,Twitter,Satirical,,,
RT @TheOnion: Kushner Assures Worried Ivanka They’d Definitely Be Last Jews To Go https:,,The Onion,Twitter,Satirical,,,
"‘No Way To Prevent This,’ Says Only Nation Where This Regularly Happens https:",,The Onion,Twitter,Satirical,,,
45-Year-Old Loser Moves In With Parents https:,,The Onion,Twitter,Satirical,,,
Report: More U.S. Families Living With Multiple Generations Of Xbox Under One Roof https:,,The Onion,Twitter,Satirical,,,
"World’s Cartographers Continue Living Secret Life Of Luxury On Idyllic, Never Disclosed 8th Continent… https:",,The Onion,Twitter,Satirical,,,
"Poll Finds U.S. Global Image Down, Especially Among Allies https:",,The Onion,Twitter,Satirical,,,
Boss Came To Work Today Dressed As Guy Who Fires Sean https:,,The Onion,Twitter,Satirical,,,
"RT @ClickHole: If Any Autistic Kids Are Tryna Go To Prom With Me, I’d Be More Than Happy To Do That Shit (By @LoganPaul) https:",,The Onion,Twitter,Satirical,,,
Saudis Admit Journalist Khashoggi Died During Botched Assassination Attempt https:,,The Onion,Twitter,Satirical,,,
Study: Family History Of Alcoholism Raises Risk Of One-Man Show https:,,The Onion,Twitter,Satirical,,,
Barber’s Paunch Keeps Touching Customer https:,,The Onion,Twitter,Satirical,,,
Meghan Markle's College Friends Stuck At Table With Sickly Habsburg Cousins https:,,The Onion,Twitter,Satirical,,,
"RT @ClickHole: Holy Shit: Kyle Is Just Straight-Up Watching The Saddam Hussein Hanging Video On A Library Computer, Right Where Teachers Ca…",,The Onion,Twitter,Satirical,,,
"Alfred Hitchcock's classic thriller, 'Psycho,' forever revolutionized horror cinema with its famous twist of a magi… https:",,The Onion,Twitter,Satirical,,,
‘What If We Try This?’ Asks Robotics Grad Student About To Eliminate 30% Of Workforce https:,,The Onion,Twitter,Satirical,,,
Saudi Crown Prince Begins 100 Hours Of Court-Ordered Community Service For Murdering Jamal Khashoggi… https:,,The Onion,Twitter,Satirical,,,
"4 Copy Editors Killed In Ongoing AP Style, Chicago Manual Gang Violence https:",,The Onion,Twitter,Satirical,,,
"Returning Jesus Christ Downed By U.S. Missile Defense 30,000 Feet Before Making Landfall https:",,The Onion,Twitter,Satirical,,,
This Weekend's Onion Magazine: https:,,The Onion,Twitter,Satirical,,,
"Your Horoscopes — Week Of September 18, 2018 https:",,The Onion,Twitter,Satirical,,,
Facebook Employee Group Aims To Promote Political Diversity https:,,The Onion,Twitter,Satirical,,,
U.S. High School Gets Raw End Of Student Exchange https:,,The Onion,Twitter,Satirical,,,
MADD PSA Clarifies It’s Okay To Drive Drunk If It’ll Be Big Pain To Get Car Tomorrow https:,,The Onion,Twitter,Satirical,,,
Man Somehow Getting Worse At Sex https:,,The Onion,Twitter,Satirical,,,
Did You Know? https:,,The Onion,Twitter,Satirical,,,
"Confusing Roadside Memorial Features Bicycle, Rotary Telephone, Jug Of Some Kind https:",,The Onion,Twitter,Satirical,,,
Single Woman Would Love To Hear Them Call Her Lonely Now That She Has Basil Plant https:,,The Onion,Twitter,Satirical,,,
Mandatory Unisex Golden Globes Uniforms Keep Focus On Stars’ Work https:,,The Onion,Twitter,Satirical,,,
More Americans Putting Off Marriage Until Ultimatum https:,,The Onion,Twitter,Satirical,,,
Embarrassed CDC Announces It Accidentally Switched Flu Shots With HIV https:,,The Onion,Twitter,Satirical,,,
U.S. officials have deported a 95-year-old former Nazi labor camp guard named Jakiw Palij back to Germany for his r… https:,,The Onion,Twitter,Satirical,,,
Tour Guide One Stop Behind Clearly Giving More Interesting Tour https:,,The Onion,Twitter,Satirical,,,
Nation's Couples Hit Rough Spell https:,,The Onion,Twitter,Satirical,,,
Video Game Character Stares Impotently At Forbidden Realm Beyond Impassable Waist-High Bush https:,,The Onion,Twitter,Satirical,,,
Did You Know? https:,,The Onion,Twitter,Satirical,,,
Kavanaugh Sobering Up After 35-Year Bender Shocked To Find Out He’s Supreme Court Nominee https:,,The Onion,Twitter,Satirical,,,
Man With 20 Rifles Can't Remember If His Goal To Start Or Stop Violent Overthrow Of Government… https:,,The Onion,Twitter,Satirical,,,
Kavanaugh Claims He Never Committed Sexual Assault As It Will Be Defined After Future Supreme Court Case… https:,,The Onion,Twitter,Satirical,,,
Ted Cruz Heckled Out Of D.C. Restaurant https:,,The Onion,Twitter,Satirical,,,
"I mean, wow, we would base most of our decisions on what the U.S. was going to do—seriously, what the hell were we… https://t.co/JSp14SSn6s",,The Onion,Twitter,Satirical,,,
RT @ClickHole: Hard-Hitting Journalism: A 7-Year Joint Investigation Between ‘The New York Times’ And Kevin Hart Has Found That Women Take…,,The Onion,Twitter,Satirical,,,
Melania Trump: ‘My Fat Piece-Of-Shit Husband Who Should Go Kill Himself Needs To Stop Bullying People Online’… https:,,The Onion,Twitter,Satirical,,,
Report: Someone Totally Doing It Somewhere Right Now https:,,The Onion,Twitter,Satirical,,,
Tips For Donating Blood https:,,The Onion,Twitter,Satirical,,,
Atlanta Plans Change To Names Of Streets Honoring Confederacy https:,,The Onion,Twitter,Satirical,,,
