,Title,Text,Author,Source,Label
9596,Biden Hands Out Loose GT Cola Can To Unexpected Trick-Or-Treater https://t.co/jpPHHTmeVG https://t.co/I1iDwjKRHF,,The Onion,Twitter,Satirical
9597,"Luke Walton Inspires Lakers With Story About Zero-Point, 2-Rebound Performance In Game 2 Of 2009 Finals… https://t.co/yZ8aIsppDw",,The Onion,Twitter,Satirical
9598,National News Highlights https://t.co/U0eK3Qmu3n,,The Onion,Twitter,Satirical
9599,Paramedics Didn’t Realize How Hard It Would Be To Cut Drunk Woman Out Of Elmo Costume https://t.co/8khThhnsvl https://t.co/028K5Yg0Sr,,The Onion,Twitter,Satirical
9600,Apartment Manager Already Knows To Look Out For Tenant Sending In Minnie Mouse Checks https://t.co/viAf2ZCqVr https://t.co/oVlfQ2CmqC,,The Onion,Twitter,Satirical
9601,Teacher Surprised The 2 Weird Kids Haven’t Hit It Off Yet https://t.co/OaSythqyXb https://t.co/xjC1TYZQSm,,The Onion,Twitter,Satirical
9602,Today's Weather Report https://t.co/Fn3ZC93OSf,,The Onion,Twitter,Satirical
9603,"Alfred Hitchcock's classic thriller, 'Psycho,' forever revolutionized horror cinema with its famous twist of a magi… https://t.co/pRx3jVoKLy",,The Onion,Twitter,Satirical
9604,Biden Hands Out Loose GT Cola Can To Unexpected Trick-Or-Treater https://t.co/jpPHHTmeVG https://t.co/I1iDwjKRHF,,The Onion,Twitter,Satirical
9605,"Luke Walton Inspires Lakers With Story About Zero-Point, 2-Rebound Performance In Game 2 Of 2009 Finals… https://t.co/yZ8aIsppDw",,The Onion,Twitter,Satirical
9606,National News Highlights https://t.co/U0eK3Qmu3n,,The Onion,Twitter,Satirical
9607,Paramedics Didn’t Realize How Hard It Would Be To Cut Drunk Woman Out Of Elmo Costume https://t.co/8khThhnsvl https://t.co/028K5Yg0Sr,,The Onion,Twitter,Satirical
9608,'Rosemary's Baby' is a classic supernatural thriller that spurred the rise of the natural birth and doula movement… https://t.co/LJ8MZoRyoM,,The Onion,Twitter,Satirical
9609,Woman Sick Of Being Stuck In Back Half Of Velma Costume Entire Halloween Party https://t.co/N9HdenQ5QP https://t.co/ilLRpFMxki,,The Onion,Twitter,Satirical
9610,Did You Know? https://t.co/grQCokN1mp,,The Onion,Twitter,Satirical
9611,"RT @KartoonistKelly: The ""KEYS"" to senior abuse. My latest: https://t.co/vrJ6FBW1on via @theonion",,The Onion,Twitter,Satirical
9612,Toddler Shits Her Way Through 3rd Halloween Costume Of Night https://t.co/cBRQQJmlS2 https://t.co/5UrJfle65O,,The Onion,Twitter,Satirical
9613,Man Exhausted After Having To Explain Halloween Costume For Umpteenth Time https://t.co/GKFTmx600Z https://t.co/EgeajTezvm,,The Onion,Twitter,Satirical
9614,The Onion Looks Back At 'Psycho' https://t.co/TlpJQkJjcC,,The Onion,Twitter,Satirical
9615,RT @ClickHole: A Tragic Loss: 6 Astronauts On The International Space Station Have Died While Attempting To Wear Witch Costumes In Space Fo…,,The Onion,Twitter,Satirical
9616,"Fortnite, Spider-Man Top 2018’s Most Popular Halloween Costumes https://t.co/SQAxdxlswJ #WhatDoYouThink? https://t.co/j5ZUpGWTOW",,The Onion,Twitter,Satirical
9617,Political Scientists Trace American Democracy’s Severe Polarization To Fucking Idiots On Other Side Of Aisle… https://t.co/vT8tVNrPmT,,The Onion,Twitter,Satirical
9618,Many of the 435 U.S. House of Representatives midterm races are currently polling as toss-ups. The Onion takes a lo… https://t.co/WfORYJuQha,,The Onion,Twitter,Satirical
9619,"‘Kanye Must Be Back On His Meds,’ Says Nation Technically Having Conversation About Mental Illness… https://t.co/wBsDIAgeuk",,The Onion,Twitter,Satirical
9620,"‘It’s Just A Costume, It’s Just A Costume,’ Man Nervously Assures Himself As Giant Hot Dog Starts Walking Toward Him https://t.co/rYvdcEkZfE",,The Onion,Twitter,Satirical
9621,Midterms 2018: Key House Races To Watch https://t.co/mkj9x6ZP8c https://t.co/2rge5aKSks,,The Onion,Twitter,Satirical
9622,'Saw' is a laughable propaganda film created by the government to discourage teenagers from experimenting with hand… https://t.co/W8UWw5LtRB,,The Onion,Twitter,Satirical
9623,"‘Take This Grape For It Is The Witch’s Eye, Take This Spaghetti For It Is The Witch’s Brain,’ Says Pope Francis Dur… https://t.co/NdRWguJKjW",,The Onion,Twitter,Satirical
9624,"RT @ClickHole: Inspiring: This Man Only Has One Leg, But For Halloween He’s Dressing Up As A Pair Of Legs https://t.co/cCLLVBaJPB https://t…",,The Onion,Twitter,Satirical
9625,"For the latest from the world’s most unstoppable media juggernaut, visit https://t.co/csf5QUbhed. https://t.co/Ges47nJBSJ",,The Onion,Twitter,Satirical
9626,Instagram Surpasses Snapchat As Most Used App By U.S. Teens https://t.co/ngwVnm6mXj #WhatDoYouThink? https://t.co/hoz0hXZ4Nk,,The Onion,Twitter,Satirical
9627,The Onion Looks Back At 'Rosemary's Baby' https://t.co/sex99HvwlJ,,The Onion,Twitter,Satirical
9628,Man Wouldn't Have Worn Costume To Work If He'd Known He Was Getting Laid Off https://t.co/Zzqr4mYbMH https://t.co/Om0Mjzu5wf,,The Onion,Twitter,Satirical
9629,EPA Shuts Down Local Ghost-Entrapment Business https://t.co/hPnkO0kKjm https://t.co/nUNfLvADU9,,The Onion,Twitter,Satirical
9630,The Onion’s Guide To Trick-Or-Treating https://t.co/F5zz5fEMXx https://t.co/awFJzoesUK,,The Onion,Twitter,Satirical
9631,"Shadows Meet The Clouds, Gray On Gray, Like Dusty Charcoal On An Ashen Brow, Nation's Poets Report https://t.co/jQqDi5NT0f",,The Onion,Twitter,Satirical
9632,Report: A Lot Of People’s Dream Is To Have Sex With A Ghost https://t.co/g6Qn2TfrAQ https://t.co/lEnjoR27Be,,The Onion,Twitter,Satirical
9633,National News Highlights https://t.co/nw5Fjdc3uq,,The Onion,Twitter,Satirical
9634,"RT @ClickHole: Incredible: Linguists Have Finally Uncovered The English Meaning Of The Phrase ‘Sayonara, Suckers’ https://t.co/CoLbNLEeXf h…",,The Onion,Twitter,Satirical
9635,"To see more unmatched reporting, visit https://t.co/csf5QUbhed. https://t.co/OnqDqKUJPc",,The Onion,Twitter,Satirical
9636,3-Week-Old Jack-O'-Lantern Excited To Give One Last Scare When Slightest Touch Causes It To Collapse Into Disgustin… https://t.co/Nz37Ts8SJh,,The Onion,Twitter,Satirical
9637,Biggest Issues In The 2018 Midterms https://t.co/A7XHAkvpoQ,,The Onion,Twitter,Satirical
9638,Lone House With No Halloween Decorations By Far Spookiest In Neighborhood https://t.co/rFXGCWfAp8 https://t.co/FmXab1HULn,,The Onion,Twitter,Satirical
9639,"“What my critics don’t realize is that a seldom-evoked administrative guideline ensures I can do whatever I want, w… https://t.co/YNBzjlORMj",,The Onion,Twitter,Satirical
9640,RT @ClickHole: Dangerous Knowledge: Jerry Seinfeld Has Gone Insane After Attaining Complete Understanding Of The Deal With Dry Cleaning htt…,,The Onion,Twitter,Satirical
9641,The Onion Looks Back At 'Saw' https://t.co/MKVg5ww52K,,The Onion,Twitter,Satirical
9642,Inmates Scrambling To Replace Whitey Bulger In Prison Production Of ‘Guys And Dolls’ https://t.co/PvpCapGhOf https://t.co/SHGnaTQHMc,,The Onion,Twitter,Satirical
9643,From The Archives: Fully Validated Kanye West Retires To Quiet Farm In Iowa https://t.co/G5CRNHwOU9 https://t.co/Gx06ZzNk81,,The Onion,Twitter,Satirical
9644,God Confirms Whitey Bulger Sent To Hell For Snitching https://t.co/tEQJJ1BWa8 https://t.co/QfAQ6GQRcI,,The Onion,Twitter,Satirical
9645,GLAAD: Number Of LGBTQ Series Regulars On TV At All-Time High https://t.co/mxAqx7vQLF #WhatDoYouThink https://t.co/WLJiH7Z3Ic,,The Onion,Twitter,Satirical
9646,Trump Turns On Fox News And Tells Aides To Make Whatever They’re Saying A Law https://t.co/nlf7OjedOQ https://t.co/gxSXu6Oeo1,,The Onion,Twitter,Satirical
9647,Haunted House Guests Escorted Into VIP Section Where They Can Touch The Performers https://t.co/aCJMJVuYnc https://t.co/Y7rQUSG4G0,,The Onion,Twitter,Satirical
9648,Trump Claims He Can Overrule Constitution With Executive Order Because Of Little-Known ‘No One Will Stop Me’ Loopho… https://t.co/TBIOGVrSse,,The Onion,Twitter,Satirical
9649,Cryptic Long John Silver’s Campaign Just Says ‘You Are The Bait Now’ https://t.co/rVHEBvhyfS,,The Onion,Twitter,Satirical
9650,Voter Just Needs To Know Which Candidate Chops Wood In A Flannel Shirt https://t.co/uq1xANqApQ https://t.co/h2sKu92B1s,,The Onion,Twitter,Satirical
9651,Revlon Unveils New Age-Defying Monster Makeup https://t.co/53i8CzsZ1d,,The Onion,Twitter,Satirical
9652,New York Sues ExxonMobil For Misleading Investors On Climate Change https://t.co/qWQDA5u0Er #WhatDoYouThink? https://t.co/5B72LDZ2Cv,,The Onion,Twitter,Satirical
9653,ICE Agents Hurl Pregnant Immigrant Over Mexican Border To Prevent Birth On U.S. Soil https://t.co/hqExySVLXA https://t.co/76YhVbzuu3,,The Onion,Twitter,Satirical
9654,Report: Rash Not Going Away On Its Own https://t.co/09cN77vAaa https://t.co/Op4JybgFlV,,The Onion,Twitter,Satirical
9655,"Your Horoscopes — Week Of October 30, 2018 https://t.co/tO3LYvlZWg https://t.co/UvyofIdugD",,The Onion,Twitter,Satirical
9656,How To Find A Masculine Halloween Costume For Your Effeminate Son https://t.co/AUAwmae73y https://t.co/dckFdKGFMS,,The Onion,Twitter,Satirical
9657,Weird Guy From 2 Jobs Ago Still Liking Woman’s Photos On Facebook https://t.co/IrtKeEuoGg https://t.co/SfvVjC2iVy,,The Onion,Twitter,Satirical
9658,"Unemployed Dad Channels All His Energy Into Creating, Running Haunted House https://t.co/toveno0JO7 https://t.co/zdNBGVDhKI",,The Onion,Twitter,Satirical
9659,Today's Weather Report https://t.co/rztsrHnRdK,,The Onion,Twitter,Satirical
9660,Mysterious Crate Arrives From London https://t.co/vdurqgW5go https://t.co/HtpROv11x4,,The Onion,Twitter,Satirical
9661,A horror classic that needlessly vilifies the majestic Blair Witches that grace our nation's forests and national p… https://t.co/hn6eJl2GSE,,The Onion,Twitter,Satirical
9662,"RT @ClickHole: Look Away, Christians: It Is The Devil https://t.co/86z1SJ3rSy https://t.co/4b9uateZ1l",,The Onion,Twitter,Satirical
9663,National News Highlights https://t.co/YStT8qslPA,,The Onion,Twitter,Satirical
9664,Megyn Kelly Out At NBC https://t.co/MAMYhTIt04 #WhatDoYouThink? https://t.co/7ydXWwmUme,,The Onion,Twitter,Satirical
9665,"For more exemplary journalism, visit https://t.co/csf5QUbhed. https://t.co/WhotNAXaBj",,The Onion,Twitter,Satirical
9666,Dead-Eyed Man Has Been Looking For Non-Humiliating Halloween Costume For Past 2 Hours https://t.co/eXcUYOpZkt https://t.co/kfISk88hDU,,The Onion,Twitter,Satirical
9667,"""This senseless act of attempted violence is a disturbing example of a super-fan getting a little too worked up and… https://t.co/ap9gsbwpld",,The Onion,Twitter,Satirical
9668,RT @ClickHole: Incredibly Sad: This Guy Got His College Diploma Framed https://t.co/xQByoaHZJp https://t.co/WVABfT5L8y,,The Onion,Twitter,Satirical
9669,Did You Know? https://t.co/G2OqPd890J,,The Onion,Twitter,Satirical
9670,Coleman Unveils New Slowly Leaking Air Mattress For House Guests Who Won’t Take A Hint https://t.co/Xeu9D4vj83 https://t.co/tkVX4FRgNJ,,The Onion,Twitter,Satirical
9671,CDC: One-Third Of Americans Eat Fast Food Every Day https://t.co/6gz85KqndH #WhatDoYouThink? https://t.co/8q40hAzutK,,The Onion,Twitter,Satirical
9672,The Onion Looks Back At 'The Blair Witch Project' https://t.co/nXlJFgc9bP,,The Onion,Twitter,Satirical
9673,New Study Shows Majority Of Late Afternoon Sleepiness At Work Caused By Undetected Carbon Monoxide Leak… https://t.co/tHnscveBad,,The Onion,Twitter,Satirical
9674,Man Doesn’t Get Why People Waste Money On Therapist When They Could Just Emotionally Crush Girlfriend… https://t.co/POfXxlytab,,The Onion,Twitter,Satirical
9675,"‘It’s Like You’re Hearing Me But You’re Not Listening To Me,’ Says Man To Representative On Oscar Mayer Customer Se… https://t.co/Yd13E6Vlsu",,The Onion,Twitter,Satirical
9676,"RT @PatriotHole: Victory For Real Americans: PatriotHole Is Releasing Its First-Ever Video Game, ‘Protect Your Gold From Barack Obama’ http…",,The Onion,Twitter,Satirical
9677,Trump Slams Worldwide Jewish Conspiracy For Not Doing More To Prevent Synagogue Shooting https://t.co/goYUvqFFD3 https://t.co/pLG67l22fg,,The Onion,Twitter,Satirical
9678,Queen Elizabeth Hides Out In Bushes To Catch Whoever Keeps Stealing Packages From Buckingham Palace Porch… https://t.co/g4lZbqvdBE,,The Onion,Twitter,Satirical
9679,‘Fox &amp; Friends’ Denounces Bombing Suspect As Overenthusiastic Fan Whose Heart Basically In Right Place… https://t.co/EVOaBs2YYr,,The Onion,Twitter,Satirical
9680,MTA Unveils $28 Billion Plan To Renovate Subway Masturbators https://t.co/PL3IrRk6Nl https://t.co/xHLCRFH7Bq,,The Onion,Twitter,Satirical
9681,"‘No Way To Prevent This,’ Says Only Nation Where This Regularly Happens https://t.co/MzyVffTcDo https://t.co/qEoIR4GuWe",,The Onion,Twitter,Satirical
9682,Report: Average American Spends 25% Of Life Waiting In Line At Cell Phone Store https://t.co/S2bTHWsbNB https://t.co/JYAfTHJfSX,,The Onion,Twitter,Satirical
9683,Report Finds More Americans Putting Off Children Until Companies Are Ready https://t.co/zQXyBGGJdd https://t.co/CPSI54LBJZ,,The Onion,Twitter,Satirical
9684,Parents Honor Beloved Dead Grandmother By Naming Baby ‘GamGam’ https://t.co/OgGEPKUfSP https://t.co/mt7XD6grXM,,The Onion,Twitter,Satirical
9685,"The Week In Pictures – Week Of October 29, 2018 https://t.co/GX8Mw9RwkB https://t.co/GRC6O71uVS",,The Onion,Twitter,Satirical
9686,Boss Came To Work Today Dressed As Guy Who Fires Sean https://t.co/pMlb8MRxZv https://t.co/UKsDd1TmIq,,The Onion,Twitter,Satirical
9687,Alabama School System's Lone Textbook Falling Apart https://t.co/Mz8IG7Mwa8 https://t.co/GNbAJcmLFF,,The Onion,Twitter,Satirical
9688,Progressive Company Pays Both Men And Women 78% Of What They Should Be Earning https://t.co/EM6RqsP34K https://t.co/BXvyj63GcZ,,The Onion,Twitter,Satirical
9689,"""I realize your budget is limited, but the least you could strive for—for the sake of horror and those who love it—… https://t.co/VeRsw7yHrl",,The Onion,Twitter,Satirical
9690,Midterms Predicted To Have Largest Voter In Decades https://t.co/Vwqfxjwciw https://t.co/RcctyT0jX2,,The Onion,Twitter,Satirical
9691,Humanity Forced To Put Down Aging God https://t.co/9hhndF9vuS https://t.co/al7wCYlK0a,,The Onion,Twitter,Satirical
9692,"This Week's Editorial Cartoon: ""Heart And Soulless"" https://t.co/Uv8nDUGIwo https://t.co/RlRGtq6s5d",,The Onion,Twitter,Satirical
9693,Haunted Hayride Makes Extra-Spooky Turn Onto Interstate https://t.co/lvCDGdbz5K https://t.co/UP6vt4QYwc,,The Onion,Twitter,Satirical
9694,Nation’s Fact-Checkers Confirm They’ll Probably Wrap Up Evaluating Trump’s Statements By 2050 At Latest… https://t.co/jt4zDsCSi6,,The Onion,Twitter,Satirical
9695,Astronomers Celebrate 300th Anniversary Of Discovering Sky https://t.co/WxpsYwYuUG https://t.co/WOumtFI3zO,,The Onion,Twitter,Satirical
9696,Sunday School Teacher Can Already Tell Which Ones Going To Hell https://t.co/UzNjvFv7zx https://t.co/TLvlt40JPf,,The Onion,Twitter,Satirical
9697,This Weekend's Onion Magazine: https://t.co/9tZlVQP4Ap https://t.co/yRKcylFOie,,The Onion,Twitter,Satirical
9698,Crusted Ring Around NyQuil Bottle Top Coming Along Nicely https://t.co/UFi6lTWOdk https://t.co/k9n3KNoWVg,,The Onion,Twitter,Satirical
9699,Guy Eating Pistachios And Watching 'Sniper' Doesn't Seem To Be Part Of Haunted House https://t.co/XuGC9Tb4u3 https://t.co/oLcW02N6jF,,The Onion,Twitter,Satirical
9700,Couple Dressed As Mario And Luigi Drunkenly Making Out On Couch https://t.co/qonHZqB8lR https://t.co/DtCqOj7c6o,,The Onion,Twitter,Satirical
9701,Arctic Scientists Discover Perfectly Preserved Al Gore Frozen In Glacier https://t.co/kZryouBE8B https://t.co/EpcwewD22n,,The Onion,Twitter,Satirical
9702,Tips For Throwing The Perfect Halloween Party https://t.co/d9gNi65deV https://t.co/54YRGWQGl8,,The Onion,Twitter,Satirical
9703,Disney World Forced To Euthanize Character That Attacked Visitor https://t.co/bMnt5s5ZwS https://t.co/5vEIFPBQg1,,The Onion,Twitter,Satirical
9704,RT @ClickHole: Leonardo DiCaprio said WHAT?! https://t.co/LK7qNbK9jR https://t.co/PqFBOMQQdt,,The Onion,Twitter,Satirical
9705,All-Business Adult In Halloween Shop Beelines It Straight For Pinhead Mask https://t.co/VovMTDW6lM https://t.co/QvCwjreYZE,,The Onion,Twitter,Satirical
9706,Slug Just Taking It Easy Today https://t.co/oSrcpORtup https://t.co/xPx4zTxrE3,,The Onion,Twitter,Satirical
9707,Plan To Be More Positive Off To Shitty Fucking Start https://t.co/2A6He9T0Si https://t.co/djw9Xsm4vG,,The Onion,Twitter,Satirical
9708,Chuck Schumer Relieved He’s Never Taken Stance Meaningful Enough To Have Someone Mail Him Explosive… https://t.co/XQihz3PHVi,,The Onion,Twitter,Satirical
9709,Drunken Man Careens Wildly Across Internet https://t.co/ujCgTNWzkN https://t.co/iXWGVECMFk,,The Onion,Twitter,Satirical
9710,".@DonaldJTrumpJr: ""When we heard all these little Chinese guys snuck into our dad’s phone and started listening to… https://t.co/0RqVicPRtE",,The Onion,Twitter,Satirical
9711,Conceptual Genius Goes As Self For Halloween https://t.co/OE9tTKtGgI https://t.co/0G1234cWXF,,The Onion,Twitter,Satirical
9712,Tips For Throwing The Perfect Halloween Party https://t.co/3d5iPMQYEN,,The Onion,Twitter,Satirical
9713,House Haunted By Tortured Souls Of Current Residents https://t.co/6AojDp8oiF https://t.co/IxyQHKj6sk,,The Onion,Twitter,Satirical
9714,"For more world-renowned reportage, visit https://t.co/csf5QUbhed. https://t.co/aXOQJABQpU",,The Onion,Twitter,Satirical
9715,RT @PatriotHole: Extremely Brave: Strong President Donald Trump Is Courageously Sitting On His Toilet In A Gas Mask While The White House G…,,The Onion,Twitter,Satirical
9716,RT @TheOnion: Fox News Now Just Airing Continuous Blood-Red Screen With Disembodied Voice Chanting ‘They’re Coming To Kill You’ https://t.c…,,The Onion,Twitter,Satirical
9717,‘Red Dead Redemption 2’ Released https://t.co/ULxtTxyGoa #WhatDoYouThink? https://t.co/nPii2nHk25,,The Onion,Twitter,Satirical
9718,National News Highlights https://t.co/Yyd1iHvDPz,,The Onion,Twitter,Satirical
9719,FBI Declassifies J. Edgar Hoover’s Extensive File On The Munster Family https://t.co/Iea86zmRN4 https://t.co/7HzIT00sjy,,The Onion,Twitter,Satirical
9720,Most Popular Halloween Costumes For Couples https://t.co/mi4GmwY1o7 https://t.co/DYWMYHzjEI,,The Onion,Twitter,Satirical
9721,Pumpkin Clearly Had Finger In It https://t.co/aVAsvjCSwP https://t.co/PvuMZxep28,,The Onion,Twitter,Satirical
9722,RT @ClickHole: Personal Transformation: The Entertainer Formerly Known As Cedric Has Changed His Name To The Bluetooth Symbol https://t.co/…,,The Onion,Twitter,Satirical
9723,CDC Introduces ‘Raw Dog’ The STI Pup To Educate Children About The Dangers Of Unprotected Sex… https://t.co/ISpORF2RWf,,The Onion,Twitter,Satirical
9724,Trump Boys Smash Father’s Cell Phone To Search For Chinese Spies https://t.co/lXusKIqWMO https://t.co/jEYqpD3tUK,,The Onion,Twitter,Satirical
9725,Report: Logan’s Mom Put Him On A Diet https://t.co/cB2EXVqpOv https://t.co/g3VaUJr6Yq,,The Onion,Twitter,Satirical
9726,The popularity of DNA testing for ancestry by companies like 23andMe and AncestryDNA has skyrocketed in recent year… https://t.co/vXaWAD51Rc,,The Onion,Twitter,Satirical
9727,Pros And Cons Of Genetic Testing For Ancestry https://t.co/m47l5cKLQc https://t.co/0gAjlPL9ol,,The Onion,Twitter,Satirical
9728,Fox News Now Just Airing Continuous Blood-Red Screen With Disembodied Voice Chanting ‘They’re Coming To Kill You’… https://t.co/zJKopvQVa2,,The Onion,Twitter,Satirical
9729,Saudis Tout Hundreds Of Yemeni Lives Saved By Spending So Much Time Focused On Killing Khashoggi… https://t.co/vV5magPAMx,,The Onion,Twitter,Satirical
9730,‘Kavanaugh Effect’ More Likely To Benefit Democrats Than Republicans https://t.co/bz0B0dvNNI #WhatDoYouThink? https://t.co/Vgt4D8d2Cl,,The Onion,Twitter,Satirical
9731,Buzz Aldrin Recalls How Easy It Was Getting To The Moon https://t.co/lbGz1Y6LRR https://t.co/HKm7F2QKar,,The Onion,Twitter,Satirical
9732,Will The Pacers Ever Be Able To Return To The Glory Of Their 2004 Brawl With Fans? https://t.co/kNW4tminev,,The Onion,Twitter,Satirical
9733,This Weekend's Onion Magazine: https://t.co/oDdVVYzPt0 https://t.co/Iy62Gv3Cqu,,The Onion,Twitter,Satirical
9734,Most Incompetent Coworker Once Again Shines At Office Halloween Party https://t.co/ir3mRKV4SW https://t.co/TF7XQob1qe,,The Onion,Twitter,Satirical
9735,Fully Gentrified Neighborhood All Cheese Shops https://t.co/1gPU87j2hq https://t.co/x7lZXJ8zZP,,The Onion,Twitter,Satirical
9736,Woman Has Few Enough Friends To Consider Confiding In Sister https://t.co/rgnJWftQqD https://t.co/uciglqHg3C,,The Onion,Twitter,Satirical
9737,Geologists Unearth Fully Intact Rock https://t.co/XYAZCBymXH https://t.co/i0YBgdqTxS,,The Onion,Twitter,Satirical
9738,RT @ClickHole: Pathetic: Lifeguard Who Swam Out To Rescue What Turned Out To Be A Big Tire Pretends He Knew What It Was And Just Really Wan…,,The Onion,Twitter,Satirical
9739,National News Highlights https://t.co/fp7MMp7nih,,The Onion,Twitter,Satirical
9740,Egyptian Conservationists Fight To Protect Dwindling Mummy Population https://t.co/5XeUx4sQjU https://t.co/HYabzSwbLN,,The Onion,Twitter,Satirical
9741,"RT @TheOnion: Mohawked, Aviator-Wearing Robert De Niro Idles Cab Outside Suspected Bomb-Maker’s Home https://t.co/78MMrstXDh https://t.co/A…",,The Onion,Twitter,Satirical
9742,Romantic Gesture Too Expensive To Waste On Current Girlfriend https://t.co/L55N2lv5QZ https://t.co/UnzDixhhKq,,The Onion,Twitter,Satirical
9743,Visit https://t.co/csf5QUbhed to see more from the standard bearer of global journalism. https://t.co/umcnsLO70V,,The Onion,Twitter,Satirical
9744,RT @ClickHole: Disaster: A No-Nonsense Grandma Has Started Hanging Her Laundry Off The St. Louis Arch And Everyone’s Too Scared To Tell Her…,,The Onion,Twitter,Satirical
9745,"""I’m so in love with Meghan that I knew I wanted to do something truly special for her, just because."" https://t.co/rk3sWfRcse",,The Onion,Twitter,Satirical
9746,Series Of Grave Errors Results In Jeff And Kim's 5th Anniversary https://t.co/BIvl92Ai0Q https://t.co/KIb8YWlsD7,,The Onion,Twitter,Satirical
9747,Most Popular Halloween Costumes Of 2018 https://t.co/b2au9WAm9v,,The Onion,Twitter,Satirical
9748,Area Mom Raving About Phoenix Airport https://t.co/wIINUR81xm https://t.co/Hfn6o5R7fy,,The Onion,Twitter,Satirical
9749,"Explosive Device Found In Mail Sent To Hillary Clinton, Obama https://t.co/oznwWffbgG #WhatDoYouThink? https://t.co/JRylKDL5dM",,The Onion,Twitter,Satirical
9750,Wildest Friend Called Up From Bench To Help Woman Get Over Breakup https://t.co/kj7eeB6F9I https://t.co/onwvlXlaWu,,The Onion,Twitter,Satirical
9751,RT @ClickHole: Twitter Explosion: Kenmore Is Going Off After Finding Out That Nobody Uses The Circular Glass Plate That Your Food Rotates O…,,The Onion,Twitter,Satirical
9752,"Mohawked, Aviator-Wearing Robert De Niro Idles Cab Outside Suspected Bomb-Maker’s Home https://t.co/78MMrstXDh https://t.co/A3gswdkCIG",,The Onion,Twitter,Satirical
9753,Does Amari Cooper’s Experience Playing Under A Terrible Head Coach Make Him A Perfect Fit For The Cowboys? https://t.co/hrldYnvJmO,,The Onion,Twitter,Satirical
9754,Study Finds Effectiveness Of Medical Treatment Skyrockets When Doctor Acts Like Condescending Dick… https://t.co/LHq7qo4hjU,,The Onion,Twitter,Satirical
9755,42% Of New Cancer Patients Lose Their Life Savings https://t.co/d3J9nqq26P #WhatDoYouThink? https://t.co/thlyEqJhVa,,The Onion,Twitter,Satirical
9756,Midterms Predicted To Have Largest Voter In Decades https://t.co/zgUtXKgbqV https://t.co/uLdA4eSClI,,The Onion,Twitter,Satirical
9757,Romantic Prince Harry Surprises Meghan Markle With Family’s Heirloom Colony https://t.co/KlQ0VAW5wc https://t.co/8AKj92KWEr,,The Onion,Twitter,Satirical
9758,"This Week's Editorial Cartoon: ""Heart And Soulless"" https://t.co/k8nOxYLKIP https://t.co/txYnhERAIb",,The Onion,Twitter,Satirical
9759,14-Hour Labor Not Exactly Cakewalk For Baby Sticking Halfway Out Mother’s Vagina Either https://t.co/k1qUb4m4Nx https://t.co/p5oTXiy7TE,,The Onion,Twitter,Satirical
9760,Child Clinging To Daddy’s Leg Like It’s Helicopter Evacuating Saigon https://t.co/ZSn4R6KNuI https://t.co/ge6nVe1UHR,,The Onion,Twitter,Satirical
9761,Man On Gurney Has Brief Word With Protagonist Before Entering Ambulance https://t.co/5ZC5dsQme1 https://t.co/w9AlJ8KkPT,,The Onion,Twitter,Satirical
9762,Fisher-Price Releases New In Utero Fetal Activity Gym https://t.co/TZqZzGE0Jy https://t.co/l8XmZHsOyP,,The Onion,Twitter,Satirical
9763,Chinese Citizens Kind Of Grateful To Not Have Access To All Of Internet https://t.co/fjiy1M6P4j https://t.co/26CrlwGcKK,,The Onion,Twitter,Satirical
9764,Today's Weather Report https://t.co/yO5yCVar0I,,The Onion,Twitter,Satirical
9765,Study Finds Majority Of Deaths Caused By Failure To Heed Omens https://t.co/Q6ZBUffcaD https://t.co/pM8t2E1HcQ,,The Onion,Twitter,Satirical
9766,".@SenSchumer: ""Phew, this is where constantly equivocating and avoiding any issue that’s even remotely controversia… https://t.co/YqBP7XRevy",,The Onion,Twitter,Satirical
9767,RT @ClickHole: This Incredible Charity Provides Mama With Her Vodka https://t.co/Xhr8gS7QlS,,The Onion,Twitter,Satirical
9768,National News Highlights https://t.co/SoTct1OKik,,The Onion,Twitter,Satirical
9769,Applebee’s Steak Sent Back For Not Being Properly Slathered https://t.co/tOvBq0fPpw https://t.co/MaSdAHKt7P,,The Onion,Twitter,Satirical
9770,"""Less than 48 hours from now, you’ll be able to let your mind go blank, push all your troubles away, and immerse yo… https://t.co/AdNFvhnqjh",,The Onion,Twitter,Satirical
9771,Man Somehow Thinks He Doesn’t Have Enough Alone Time https://t.co/Q8kS6YKojJ https://t.co/S5T4lVSxPb,,The Onion,Twitter,Satirical
9772,"For the latest from the world’s most unstoppable media juggernaut, visit https://t.co/csf5QUbhed. https://t.co/W1YH9EAVVj",,The Onion,Twitter,Satirical
9773,Unpopular Kid Having Trouble Fitting In At Home https://t.co/uG3KMi3oa3 https://t.co/GeT4wDK1EZ,,The Onion,Twitter,Satirical
9774,Elon Musk To Open First High-Speed Test Tunnel On December 10 https://t.co/4DnjMdllEe #WhatDoYouThink? https://t.co/IiTAjwnSia,,The Onion,Twitter,Satirical
9775,RT @ClickHole: Ah Jeez: This Kid’s Family Is Making Everyone At His Sleepover Say Grace Before Eating Little Caesars https://t.co/wodoz8bDK…,,The Onion,Twitter,Satirical
9776,Man Just Knows Hillary Clinton Going To Have Opinion On Not Dying In Explosion https://t.co/PNZnKhxOql https://t.co/DMblKvHTrD,,The Onion,Twitter,Satirical
